id;PERSONAJE;ACTORES;FullName;SubTitle;LINKS;TEMPORADA1;TEMPORADA2;TIPO;esferacoronas;deleted;esferas;esferastype;esferaid;esferalevels;initialChar;RELACIONES;IMAGENES;circulo;PERSONAJE2;Body;TEMPORADA3;Body3;esferalevels3;initialChar3;IMAGENES3;PERSONAJE3;SubTitle3;TIPO3;esferacoronas3;esferas3;esferastype3;RELACIONES3
39;Aixa;Alicia Borrachero;Aixa;Reina de Granada;;;14 - 18 - 19 - 20 - 21 - 22 - 23 - 24 - 25 - 26;;nazari;;30,31,33,36,37,38,52;30,F,e,f,e,f,a;34;2;34;Boabdil, Muley Hacén, Isabel de Solís;AIXA.jpg;;Aixa;Llamada Aïsha al-Hurra -La Honesta-, era esposa de Muley Hacén y madre de Boabdil. Los musulmanes también la conocían como Fátima la Horra.\n\r\n\rDespués de que su marido se case con Isabel de Solís (Soraya), se vió desplazada por la favorita por lo que se decidió a intrigar para que su hijo Boabdil le arrebatar el trono a su padre.\n\r\n\rElla fue el alma de la resistencia contra los Reyes Católicos y, tras la derrota de su hijo, le siguió en su exilio a Fez.  \n\r\n\rSu carácter fuerte quedó bien retratado por la leyenda que cuenta que cuando los musulmanes iban de camino a las Alpujarras, entre Otura y El Padul, al ver llorar a su hijo, le dijo: “No llores como una mujer lo que no has sabido defender como hombre”.  Por eso, ese lugar se conoce como “Suspiro del Moro”. ;;;2;;;Aixa;Reina de Granada;;nazari;;;
40;Hernando de Talavera;Lluis Soler;Hernando de Talavera;Confesor de Isabel;;;15 - 16 - 17 - 18 - 19 - 20 - 21 - 22 - 23 - 25 - 26;Iglesia;castilla;;1,2,10,21,39,46;1,a,a,e,a,a;12;2;12;Isabel I de Castilla, Tomás de Torquemada;HERNANDO-TALAVERA.jpg;;Hernando de Talavera;"Cuenta la leyenda que la primera vez que Fray Hernando de Talavera tomo confesión a Isabel I de Castilla, la Reina le pidió que los dos se arrodillasen: ella, como penitente; él, como súbdito. Su negativa, dado que en aquel trance representaba la Divinidad, le valió la admiración de la Reina, que en aquel instante le eligió como su confesor oficial.\n\r\n\rFray Hernando de Talavera fue el inspirador del programa de reformas pol’tico religiosas emprendido tras el final de la guerra civil. Transigente y conciliador, los cronistas de la época puede que idealizaran su figura, que siempre salía ganando si se comparaba con la de otros religiosos contempor‡neaos.\n\r\n\rIngresó en el monasterio jerónimo de San Leonardo de Alba de Tormes y en solo cuatro años fue nombrado prior de Nuestra Señora del Prado en Valladolid, donde permaneció 16 años renovando la vida mon‡stica, con la reimplantación del 'ora et labora'.\n\r\n\rFue en 1475 cuando pasó a formar parte de la Corte, en donde jugó un papel decisivo en la toma de decisiones. No solo asesoró a la Reina en cuestiones religiosas, sino que también presidió  una comisión designada para decidir sobre la viabilidad de los planes  expansionistas de Cristobal Colón.\n\r\n\rFue también un prolífico hombre de letras que escribió un buen número de tratados e impulsó la implantación de la imprenta, que consideraba elemento indispensable para difundir con rapidez su mensaje apostólico. Suya fue, de hecho, la primera imprenta que se instaló en Valladolid, en 1480. Cinco años después, fue nombrado obispo de Ávila.\n\r\n\rEn 1492, tras la victoria de los Reyes Católicos sobre Boabdil, Hernando de Talavera recibió la bula papal para ser el primer arzobispo de la nueva diócesis de Granada. Entonces, los reyes le encargaron la responsabilidad de convertir a la comunidad musulmana de la ciudad, aunque según los historiadores, su mano blanda, su carácter tibio y sus concesiones a la comunidad mudejar no convencieron a sus majestades, que optaron por sustituir a Hernando de Talavera por el cardenal franciscano Francisco Jiménez de Cisneros, quien optó por unos métodos muchos más inflexibles para la conversión forzosa y masiva de los últimos musulmanes de Granada.\n\r\n\rIsabel confiaba plenamente en el criterio de este monje, a quien consentía que le reprendiese cuando su conducta no era adecuada. Así lo atestigua una carta que fray Hernando de Talavera envió en 1493 a la Reina, cuando tuvo noticia de que ésta estaba disfrutando de grandes festejos, asistiendo a corridas de toros y vistiendo lujosos trajes.\n\r\n\rFue el hombre clave en la reforma religiosa hispana, en especial en el clero regular. Fue el consejero insustituible de Isabel, pero cayó en desgracia en 1499, coincidiendo con el ocaso personal de la Reina. En 1505, dos años antes de morir, Hernando de Talavera fue acusado de hereje, torturado y juzgado, pero el papado tomó cartas en el asunto y no aceptó, finalmente, la acusación.\n\r\n\r\n\r\n\r\n\r\n\r";27 - 31 - 32 - 33 - 34;"Cuenta la leyenda que la primera vez que Fray Hernando de Talavera tomo confesión a Isabel I de Castilla, la Reina le pidió que los dos se arrodillasen: ella, como penitente; él, como súbdito. Su negativa, dado que en aquel trance representaba la Divinidad, le valió la admiración de la Reina, que en aquel instante le eligió como su confesor oficial. \n\r\n\rFray Hernando de Talavera fue el inspirador del programa de reformas pol’tico religiosas emprendido tras el final de la guerra civil. Transigente y conciliador, los cronistas de la época puede que idealizaran su figura, que siempre salía ganando si se comparaba con la de otros religiosos contempor‡neaos. \n\r\n\rIngresó en el monasterio jerónimo de San Leonardo de Alba de Tormes y en solo cuatro años fue nombrado prior de Nuestra Señora del Prado en Valladolid, donde permaneció 16 años renovando la vida mon‡stica, con la reimplantación del 'ora et labora'. \n\r\n\rFue en 1475 cuando pasó a formar parte de la Corte, en donde jugó un papel decisivo en la toma de decisiones. No solo asesoró a la Reina en cuestiones religiosas, sino que también presidió  una comisión designada para decidir sobre la viabilidad de los planes  expansionistas de Cristobal Colón.\n\r\n\rFue también un prolífico hombre de letras que escribió un buen número de tratados e impulsó la implantación de la imprenta, que consideraba elemento indispensable para difundir con rapidez su mensaje apostólico. Suya fue, de hecho, la primera imprenta que se instaló en Valladolid, en 1480. Cinco años después, fue nombrado obispo de Ávila. \n\r\n\rEn 1492, tras la victoria de los Reyes Católicos sobre Boabdil, Hernando de Talavera recibió la bula papal para ser el primer arzobispo de la nueva diócesis de Granada. Entonces, los reyes le encargaron la responsabilidad de convertir a la comunidad musulmana de la ciudad, aunque según los historiadores, su mano blanda, su carácter tibio y sus concesiones a la comunidad mudejar no convencieron a sus majestades, que optaron por sustituir a Hernando de Talavera por el cardenal franciscano Francisco Jiménez de Cisneros, quien optó por unos métodos muchos más inflexibles para la conversión forzosa y masiva de los últimos musulmanes de Granada. \n\r\n\rIsabel confiaba plenamente en el criterio de este monje, a quien consentía que le reprendiese cuando su conducta no era adecuada. Así lo atestigua una carta que fray Hernando de Talavera envió en 1493 a la Reina, cuando tuvo noticia de que ésta estaba disfrutando de grandes festejos, asistiendo a corridas de toros y vistiendo lujosos trajes.\n\r\n\rFue el hombre clave en la reforma religiosa hispana, en especial en el clero regular. Fue el consejero insustituible de Isabel, pero cayó en desgracia en 1499, coincidiendo con el ocaso personal de la Reina. En 1505, dos años antes de morir, Hernando de Talavera fue acusado de hereje, torturado y juzgado, pero el papado tomó cartas en el asunto y no aceptó, finalmente, la acusación.";3;10;hernando_de_talavera.jpg;Hernando de Talavera;Confesor de Isabel;Iglesia;castilla;3,2,69,4,71;a,a,e,a,a;Fernando el Católico, Isabel la Católica, Cisneros, Gonzalo Chacón, Isabel de Aragón
41;Beatriz de Avis y Braganza;Nuria Gallardo;Beatriz de Braganza;Infanta de Portugal y madre de Manuel I el Afortunado;;;17 - 19 - 20 - 22;;portugal;;2,24,26,27,28;F,a,a,27,f;29;3;29;Isabel de Portugal, Isabel I de Castilla, Juana La Beltraneja, Alfonso V de Portugal, Juana de Avis, Joao II, Manuel I de Portugal;BEATRIZ-de-BRAGANZA.jpg;;Beatriz de Avis y Braganza;Nacida en 1430, fue hija del infante de Portugal Juan de Avis e Isabel de Braganza. Se casó con Fernando de Avis, Duque de Beja.\n\r\n\rEra hermana de Isabel de Portugal y, por tanto, tía de Isabel. Su marido Fernando era hermano de Alfonso V de Portugal y de Juana de Avís, por lo que Beatriz era también tía de Juana la Beltraneja.\n\r\n\rBeatriz y Fernando tuvieron cuatro hijos: Joao II, Leonor, Isabel y Manuel I de Portugal, que se convertirá en rey y se casará en 1495 con Isabel, la primogénita de Fernando e Isabel, y a su muerte, con su hermana María en el año 1500.\n\r\n\rBeatriz fue la interlocutora de Isabel en la negociación de los acuerdos de paz entre Castilla y Portugal en 1479, que dió lugar a la Paz de Alcaçobas. Negoció con la sobrina ganadora el destino de la sobrina derrotada, pero bien poco pudo hacer la duquesa para proteger a la pobre Juana de las condiciones inflexibles de Isabel.;31 - 33;Nacida en 1430, fue hija del infante de Portugal Juan de Avis e Isabel de Braganza. Se casó con Fernando de Avis, Duque de Beja. \n\r\n\rEra hermana de Isabel de Portugal y, por tanto, tía de Isabel. Su marido Fernando era hermano de Alfonso V de Portugal y de Juana de Avís, por lo que Beatriz era también tía de Juana la Beltraneja. \n\r\n\rBeatriz y Fernando tuvieron cuatro hijos: Joao II, Leonor, Isabel y Manuel I de Portugal, que se convertirá en rey y se casará en 1495 con Isabel, la primogénita de Fernando e Isabel, y a su muerte, con su hermana María en el año 1500.\n\r\n\rBeatriz fue la interlocutora de Isabel en la negociación de los acuerdos de paz entre Castilla y Portugal en 1479, que dió lugar a la Paz de Alcaçobas. Negoció con la sobrina ganadora el destino de la sobrina derrotada, pero bien poco pudo hacer la duquesa para proteger a la pobre Juana de las condiciones inflexibles de Isabel.;3;11;beatriz_de_braganza.jpg;Beatriz de Avis y Braganza;Infanta de Portugal y madre de Manuel I el Afortunado;Realeza;portugal;2,3,58,26,71,54;a,a,f,e,a,a;Isabel la Católica, Fernando el Católico, Manuel I de Portugal, Juan II de Portugal, Isabel de Aragón, María de Aragón
42;Beatriz de Osorio;Sara Rivero;Beatriz de Osorio;Dama de Isabel;;;18 - 19 - 20;;castilla;;2,3,6;e,a,f;40;3;40;Isabel I de Castilla, Fernando II de Aragón, Beatriz de Bobadilla;BEATRIZ-OSORIO.jpg;;Beatriz de Ossorio;Nacida en Medina del Campo en 1462, era la hija de Juan de Bobadilla, cazador mayor de los Reyes y de Leonor Álvarez de Vadillo. Sobrina de Beatriz de Bobadilla.\n\r\n\rEra apodada la Cazadora por la profesión de su padre. Durante su estancia en la corte, se le atribuyó un amorío con el rey Fernando.\n\r\n\rPor eso se cree que Isabel la hizo casar con Hernán Peraza, señor de la Gomera, y la envío a las Islas Afortunadas, alejándola así de Castilla y de su marido.\n\r\n\rDe ese  matrimonio, nacieron dos hijos: Guillén Peraza, primer conde de La Gomera, e Inés de Herrera.\n\r\n\rHernán Peraza, su marido, murió en La Gomera en 1488, asesinado por sus enemigos, que le odiaban por su carácter violento y dictatorial. Fue entonces cuando Beatriz asumió el gobierno de dicha isla en nombre de su hija y trama una cruel venganza contra los asesinos.\n\r\n\rValiéndose de su belleza, se hizo amante del gobernador de Tenerife, Alonso Fernández de Lugo, el hombre más poderoso del archipiélago.;;;3;;;Beatriz de Osorio;Dama de Isabel;;castilla;;;
43;Catalina de Aragón;Elisabet Gelabert;Catalina de Aragón;Hija de Fernando e Isabel;;;;;castilla;1;;;;;;Isabel I de Castilla, Fernando II de Aragón, Isabel de Trastámara, Juan de Aragón;;;Catalina de Aragón;;;;;;;Catalina de Aragón;Hija de Fernando e Isabel;;castilla;;;
44;El Zagal;Javier Mora;El Zagal;Rey de Granada y hermano de Mulay Hacén;;;20 - 21 - 22 - 23 - 24;;nazari;;30,31,32,34,37,52;30,f,F,e,f,e;33;2;33;Boabdil, Mulay Hacén, Isabel I de Castilla, Fernando II de Aragón;EL-ZAGAL.jpg;;El Zagal;Era el hermano menor de Mulay Hacén y se le conocía como El Zagal por su valentía. Reinó Granada entre 1485 y 1486 con el nombre de Muhammed XIII.\n\r\n\rCuando Boabdil le arrebató el reino de Granada a su padre en 1482, el Zagal luchó junto a su hermano Muley Hacén. Y a su muerte, heredó su trono, convirtiéndose en el penúltimo rey de la dinastía nazarí.\n\r\n\rLos reyes capturaron a Boabdil durante una incursión de éste en tierras de Cabra (Córdoba), lo que dió inicio a unas negociaciones con ambas partes.\n\r\n\rAl final, Fernando e Isabel llegaron a un acuerdo con Aixa y liberaron a Boabdil, pero consiguieron su objetivo de “divide y vencerás”. Y es que el Zagal era mejor estratega si lo comparamos con su hermano y su sobrino, el más peligroso para sus intereses.\n\r\n\rEl rescate pagado y el juramento de vasallaje de Boabdil recrudeció las tensiones internas del reino, y propició la caída de Baza en manos cristianas.\n\r\n\rEl Zagal y Boabdil se vieron obligados a pactar: Granada quedó entonces en manos del sobrino,  mientras que Málaga, Almería y Guadix acabaron en manos del tío. En 1489, sin embargo, el Zagal perdió Málaga y se declaró vasallo de Fernando e Isabel, entregándoles también Almería y Guadix.\n\r\n\rEn 1491, se exilió a África donde fue encarcelado por el rey de Fez, amigo de Boabdil, que lo cegó siguiendo las órdenes de su sobrino.;;;2;;;El Zagal;Rey de Granada y hermano de Mulay Hacén;;nazari;;;
45;Zoraida;Nani Jimenez;Isabel de Solís / Zoraida;Esclava cristiana y reina de Granada;;;18 - 19 - 20 - 21 - 22 - 23 - 24;;nazari;;2,31,33,34,35;a,f,f,e,35;37;3;37;Mulay Hacén, Aixa, Boabdil;ISABEL-DE-SOLIS-_-ZORAIDA.jpg;;Zoraida;Doncella e hija del comendador de Martos, Sancho Jiménez de Solís, Isabel de Solíes fue capturada por los nazarís durante las luchas fronterizas entre cristianos y musulmanes de Granada. Fue llevada a La Alhambra, donde según reza la leyenda Muley Hacén se enamoró de ella por su belleza.\n\r\n\rTras convertirse al Islam bajo en el nombre de Zoraida, que significa Lucero del Alba, contrajo matrimonio con el rey nazarí. Este hecho, motivó la inquina de la primera esposa, Aixa.\n\r\n\rLas intrigas y disputas que siguieron acabaron con la abdicación de Muley Hacén en su hermano, el Zagal, y, más adelante, con la toma de Granada por los Reyes Católicos.\n\r\n\rCuando Boabdil destronó a su padre, Soraya lo acompañó al exilio con sus dos hijos Nasr ben Ali y Saad ben Ali. Pero tras la muerte de Muley Hacén, Zoraida y sus dos hijos se convirtieron de nuevo al cristianismo,  tomando los nombre de Juan de Granada y Fernando de Granada.;;;3;;;Zoraida;Esclava cristiana y reina de Granada;;nazari;;;
46;Isabel de Trastámara;Lucía Borrego / Noelia Martin (2) / Gina Laline (3);Isabel de Trastámara;Infanta de Castilla y Aragón, futura reina de Portugal;;;17 - 19 - 20 - 22 - 24 - 25;;castilla;;1,2,3,9,16,23,46;1,f,f,a,f,e,a;7;2;7;Isabel I de Castilla, Fernando II de Aragón, Juan II de Aragón, Juana I de Castilla, Juan de Aragón y Castilla;INFANTA_ISABEL.jpg;;Isabel de Trastámara;Nacida en Dueñas, en 1470, fue la primogénita de Fernando e Isabel y hermana de Juan, Juana, María y Catalina. Se casó con el príncipe Alfonso de Portugal, cinco años más joven que ella.\n\r\n\rSu destino fue servir a los intereses políticos de sus padres. Durante la Guerra de Sucesión, en 1476, fue designada heredera de la Corona por las Cortes de Madrigal. Pero cuando su hermano Juan nació unos años después, fue desplazada en el orden sucesorio. En 1480, Juan fue jurado Príncipe de Asturias.\n\r\n\rEn 1479, por el tratado de las Tercerías de Moura, fue pactado su matrimonio con el príncipe Alfonso de Portugal, heredero de la corona portuguesa. Como garantía del acuerdo, ambos debían residir en Moura, en el castillo de los Braganza. Sin embargo, cuatro años más tarde se anuló esta condición y ambos regresan a sus respectivas cortes.\n\r\n\rAños después, se celebra el matrimonio de Isabel con Alfonso, el único hijo del rey Juan II. Se celebró en Estremoz el 3 de noviembre de 1490, tras el cual Isabel regresó a Portugal con la incertidumbre sobre su futuro.\n\r\n\rElla tenía 25 años y él solo 15. A pesar de la diferencia de edad, cuando ambos se conocieron, se enamoraron. Lo que era un matrimonio político terminó siendo una feliz unión por amor.\n\r\n\rDesgraciadamente, la felicidad se rompió el joven príncipe murió al caer de su caballo cuando el 13 de julio de 1491. Sin haber tenido ningún hijo, Isabel regresó destrozada a Castilla, junto a sus padres, como princesa viuda de Portugal.\n\r\n\rPara demostrar su dolor, la joven se cortó su bello pelo rubio y se enfundó una jerga, una túnica arpillera, además de cubrirse con un espeso velo. Desde entonces, vivió sumida silenciosamente en sus oraciones y llegaó a pedir a sus padres permiso para hacerse monja. Pero Fernando e Isabel tenían otros planes para ella: casarla con el rey Manuel I de Portugal, que la había conocido durante su estancia en la corte y que se sentía muy atraído por ella.\n\r\n\r;;;2;;;Isabel de Trastámara;Infanta de Castilla y Aragón, futura reina de Portugal;;castilla;;;
47;Príncipe Juan;Mateo Jalón;Príncipe Juan;Hijo de Fernando e Isabel;;;25;;castilla;;2,3,7,14,15,17,20,23,25,46;f,f,f,14,f,f,f,23,25,a;16;3;16;Isabel I de Castilla, Fernando II de Aragón, Isabel de Trastámara, Juana I de Castilla;PRINCIPE-JUAN.jpg;;Príncipe Juan; Juan de Aragón nació en los Reales Alcázares de Sevilla en 1478 y fue el segundo hijo de los Reyes Católicos y príncipe de Asturias hasta su prematura muerte en 1497.\n\r\n\rEl parto real se produjo en plena guerra de reconquista y supuso un espaldarazo para los monarcas al ser el ansiado heredero varón.\n\r\n\rJuan se casó con 19 años en la catedral de Burgos con la archiduquesa Margarita de Austria, en un movimiento de alianza con la dinastia de los Augsburgo, emperadores germánicos.\n\r\n\rSin embargo, a los seis meses falleció de tuberculosis mientras se dirigía a Salamanca a la boda de su hermana.;;;3;;;Príncipe Juan;Hijo de Fernando e Isabel;;castilla;;;
48;Juana I de Castilla;;Juana I de Castilla;Futura reina de Castilla;;;;;castilla;1;;;;;;Isabel I de Castilla, Fernando II de Aragón, Isabel de Trastámara, Juan de Aragón y Castilla;;;Juana I de Castilla;;;;;;;Juana I de Castilla;Futura reina de Castilla;;castilla;;;
49;Tomás de Torquemada;Manel Dueso;Tomás de Torquemada;Inquisidor general de Castilla;;;20 - 22 - 25 - 26;;castilla;;10,12;a,e;43;3;43;Isabel I de Castilla, Fernando II de Aragón, Hernando de Talavera;TORQUEMADA.jpg;;Tomás de Torquemada;"Nacido en Valladolid en 1420, los cronistas de la época le describen como un ""hombre adusto e inexpresivo"" que casi no comía, vestía ""sencillamente"" y era severo hasta consigo mismo.\n\r\n\r""Fue capaz de amonestar a la propia reina por permitir que los carpinteros trabajasen en un día festivo para tener a punto el tablado de una fiesta. Rehuyó los honores y pompas mundanas. Rechazó el arzobispado de Sevilla y otros cargos igualmente codiciables y sólo aceptó el encargo de organizar la Inquisición porque lo vivió más como un sacrificio al Estado y a la Iglesia que como una sinecura ventajosa.”\n\r\n\rSe le considera el autor del Edicto de Granada donde se ordenó la expulsión de todos los judíos de la corona castellano-aragonesa en 1492. Fue ésta una decisión consecuente con sus sentimientos religiosos.\n\r\n\rTorquemada estaba convencido de que la ascensión social de los conversos redundaba en perjuicio de la religión.\n\r\n\rSe formó como dominico en el Convento de San Pablo en Valladolid. Fue destinado como prior del Monasterio de Santa Cruz de Segovia y allí nombrado confesor de la princesa Isabel, luego coronada reina.\n\r\n\rComo persona de confianza de los reyes, fue designado Inquisidor General en 1482. Torquemada vio crecer su poder a raíz del asesinato del inquisidor Pedro Arbués en 1485 en Zaragoza, lo que acabó con la oposición a la institución en la corona aragonesa.\n\r\n\rTambién intervino en el sonado proceso del Niño de la Guardia, una de los episodios más turbios del Tribunal.\n\r\n\rSu leyenda negra, cuyos pasajes más oscuros se centran en la persecución, juicio y ejecución de judaizantes y herejes, se intensificó aún más con el tema de la expulsión de los judíos.\n\r\n\rEl nombre de Torquemada es sinónimo de crueldad y fanatismo al servicio de la religión.\n\r\n\rSin embargo, en 1493, se retiró al convento de Santo Tomás de Ávila donde murió cinco años después.\n\r\n\rPérez Galdós le describió como “sádico, cruel y fanático”. Walsh, por el contrario, afirmó: “Era un hombre apacible y estudioso, que abandonó el claustro para desempeñar un cargo desagradable, pero necesario, con espíritu de justicia templado por la piedad y siempre con habilidad y prudencia. Gran legislador y para algunos un santo”.";;;3;;;Tomás de Torquemada;Inquisidor general de Castilla;;castilla;;;
50;Lorenzo Badoz;Alfonso Lara;Lorenzo Badoz;Médico de Isabel;;;18 - 19 - 20 - 21 - 23 - 24 - 26;;castilla;;2;a;42;3;42;Isabel I de Castilla, Fernando II, Beatriz de Bobadilla, ;LORENZO-BADOZ.jpg;;Lorenzo Badoz;Lorenzo Badoz era el médico personal de la reina Isabel, encargado de velar por su salud en el delicado momento de concebir un heredero varón, el que sería su segundo hijo, el príncipe Juan. Badoz era judío converso y es muestra de la abundante presencia hebrea en círculos de poder tanto en la corte de Castilla como la de Aragón.\n\r\n\rEl papel de Badoz era importante, dado que tras ocho años y un aborto, Isabel necesitaba tener un hijo varón para asegurar la estabilidad del reino.\n\r\n\rBadoz también le ayudaría a concebir a sus tres hijas siguientes: Juana, Catalina y María.;;;3;;;Lorenzo Badoz;Médico de Isabel;;castilla;;;
51;Duque de Braganza;Joaquín Notario;Fernando II de Braganza;Duque de Braganza;;;14 - 15 - 19 - 22;;portugal;;26,27,29;a,27,f;28;3;28;Susana, ;DUQUE-DE-BRAGANZA.jpg;;Duque de Braganza;Fernando II de Braganza fue un poderoso noble de la corte portuguesa y un fiel aliado del rey Alfonso V de Portugal, al que acompañó en sus incusiones en Marruecos y que le encomendó la tarea de ser el responsable de la seguridad de su esposa, Juana la Beltraneja, durante la guerra de sucesión de Castilla.\n\r\n\rCuando su padre, Fernando I de Braganza, falleció en 1478, herederó el titulo de Duque de Braganza, el más importante de Portugal, pero pronto entró en conflicto con el hijo de Alfonso V, Juan II, que le sucedió en la corona de Portugal.\n\r\n\rJuan II emprendió una lucha contra los nobles portugueses, que habían acumulado mucho poder durante el reinado de su padre.\n\r\n\rUno de sus principales objetivos era Fernando II, el antiguo compañero de batalla del rey Alfonso, que acabó siendo ejecutado por alta traición y su familia fue desposeída de todas sus propiedades.;;;3;;;Duque de Braganza;Duque de Braganza;;portugal;;;
52;Diego Susón;NO TIENE NOMBRE DE ACTOR;Diego Susón;;;;18 - 19 - 20;;castilla;1;;;45;3;;Moisés;DIEGO_SUSON.jpg;;Diego Susón;;;;;;;Diego Susón;;;castilla;;;
53;Abraham Seneor;NO TIENE NOMBRE DE ACTOR;Abraham Seneor; (NO TIENE FICHA HISTóRICA);;;16 - 17 - 25 - 26;;castilla;1;;;;;;Andrés Cabrera;;;Abraham Seneor;;;;;;;Abraham Seneor; (NO TIENE FICHA HISTóRICA);;castilla;;;
54;Moisés Seneor;NO TIENE NOMBRE DE ACTOR;Moisés Seneor;(no se si lo vamos a usar=;;;16 - 18 - 20 - 26;;castilla;1;;;;;;;MOISES-SENEN.jpg;;Moisés Seneor;;;;;;;Moisés Seneor;(no se si lo vamos a usar=;;castilla;;;
55;Susana;NO TIENE NOMBRE DE ACTOR;Susana;hija de diego susón (no se si lo vamos a usar=;;;18 - 19 - 20;;castilla;1;;;;;;;SUSANA.jpg;;Susana;;;;;;;Susana;hija de diego susón (no se si lo vamos a usar=;;castilla;;;
56;Catalina;;Catalina;;;;15 - 16 - 18 - 19 - 21 - 23 - 26;;castilla;1;;;;;;;CATALINA.jpg;;Catalina;;;;;;;Catalina;;;castilla;;;
57;Morayma;Alba García;Morayma;Esposa de Boabdil;;;20 - 22 - 25 - 26;;nazari;;31,34,35,38;F,f,35,f;36;3;36;;MORAYMA.jpg;;Morayma;Morayma (Loja, 1467- Laujar de Andarax, 1493),\n\r\n\rEsposa de Boabdil y última reina de Granada\n\r\n\rFue la hija de Aliatar, señor de Xagra, alcaide de Loja, primer mayordomo de la Alhambra y alguacil mayor del Reino de Granada.\n\r\n\rMuy joven casó con Boabdil, pero pocos días después de celebrarse el matrimonio su suegro Mulay-Hacén encarceló a su esposo y a ella la confinó.\n\r\n\rDespués de la batalla de Lucena, donde murió su padre y Boabdil cayó prisionero y fue mantenido en cautiverio en Porcuna, se retiró de la vida pública con sus hijos Aixa, Ahmed y Yusef. Fernando II de Aragón liberó a Boabdil, con la condición de que sus hijos fueran entregados en custodia. Ella no volvió a ver a sus hijos hasta 1492 después de la conquista de Granada, cuando marchó junto a Boabdil hacia el exilio en Fez.\n\r\n\rSin embargo, en 1493, mientras pasaban una temporada en Lajuar de Andaraz, en donde les fue ofrecido un refugio antes de su marcha hacia Marruecos, Morayma murió sorpresivamente a los 26 años de edad. Fue enterrada en la mezquita de Mondújar, a la que ya habían trasladado, desde la Alhambra, los restos de los sultanes Mohammad II, Yusef I, Yusef III y Abu Saad.;;;3;;;Morayma;Esposa de Boabdil;;nazari;;;
58;Marqués de Cádiz;Fernando Soto;Marqués de Cádiz;Noble aliado de Isabel;;;14 - 17 - 20;;castilla;;2,3,23,48;e,e,a,a;47;;;;MARQUES_CADIZ.jpg;;Marqués de Cádiz;Rodrigo Ponce de León, último marqués de Cádiz, tuvo un papel activo tanto en la guerra de sucesión de Castilla como en la Guerra de Granada, donde se ganaría buena parte de su gloria militar.\n\r\n\rPonce fue aliado de Enrique IV de Castilla primero y de su hija Juana la Beltraneja después en la batalla por la corona de Castilla, lo que le granjeó la enemistad de los Reyes Católicos.\n\r\n\rSin embargo, al acabar la contienda se presenta ante la reina Isabel, que le perdona y le mantiene todos los privilegios. A partir de ese momento se convertirá en uno de los principales activos de los Reyes Católicos en la batalla final contra el reino nazarí de Granada.\n\r\n\rPonce de León fue el capitán más destacado en la toma de Alhama, donde resistió el cerco de los moros, y apostó por dejar libre a Boabdil tras ser capturado en la batalla de Lucena para que se enfrentase a su padre Muley Hacén y a su tío el Zagal, consciente de la necesidad de debilitar a los sultanes de Granada.\n\r\n\rParticipó en el cerco final de Granada y estuvo presente en la rendición de Boabdil a los reyes católicos.;;;;;;Marqués de Cádiz;Noble aliado de Isabel;;castilla;;;
59;Artillero;;Artillero;Francisco Ramírez;;;;;castilla;1;;;;;;;;;Artillero;;;;;;;Artillero;Francisco Ramírez;;castilla;;;
60;Conde Duque Benavente;;Conde Duque Benavente;;;;14;;castilla;1;;;;;;;;;Conde Duque Benavente;;;;;;;Conde Duque Benavente;;;castilla;;;
61;Conde de Treviño;;Conde de Treviño;;;;14;;castilla;1;;;;;;;;;Conde de Treviño;;;;;;;Conde de Treviño;;;castilla;;;
62;Obispo de Segovia;;Obispo de Segovia;;;;;;castilla;1;;;;;;;;;Obispo de Segovia;;;;;;;Obispo de Segovia;;;castilla;;;
63;Alfonso de Blanca;;ALFONSO DE BLANCA;;;;15;;castilla;1;;;;;;;;;Alfonso de Blanca;;;;;;;Alfonso de Blanca;;;castilla;;;
64;Nicolás Franco;;NICOLÁS FRANCO; El obispo Franco nació hacia 1425 y vino como nuncio a España en 1475, luego rondará la cincuentena. Aparecerá en episodios posteriores.;;;16 - 19;;castilla;1;;;;;;;;;Nicolás Franco;;;;;;;Nicolás Franco; El obispo Franco nació hacia 1425 y vino como nuncio a España en 1475, luego rondará la cincuentena. Aparecerá en episodios posteriores.;;castilla;;;
65;Fray Ortega;;FRAY ORTEGA;;;;16;;castilla;1;;;;;;;;;Fray Ortega;;;;;;;Fray Ortega;;;castilla;;;
66;Juan de Carvajal;;JUAN DE CARVAJAL;Regidor;;;16;;castilla;1;;;;;;;;;Juan de Carvajal;;;;;;;Juan de Carvajal;Regidor;;castilla;;;
67;Maldonado;;MALDONADO;Alcaide de Segovia;;;17;;castilla;1;;;;;;;;;Maldonado;;;;;;;Maldonado;Alcaide de Segovia;;castilla;;;
